transaction_id,customer_id,source_system,metric_name,metric_value,transaction_date,record_status
T026080,C2753,Billing,Revenue,13212.44,2025-11-18,valid
T026081,C5808,App,Tickets,5.0,2025-08-10,valid
T026082,C7821,App,Revenue,5915.15,2025-07-02,valid
T026083,C2592,CRM,Tickets,4.0,2025-05-20,valid
T026084,C2291,App,Orders,8.0,2025-05-08,valid
T026085,C3442,CRM,Revenue,4567.88,2025-07-05,valid
T026086,C6551,CRM,Revenue,15194.96,2025-03-11,valid
T026087,C1329,Billing,Revenue,11632.33,2025-07-20,valid
T026088,C6697,CRM,Revenue,8381.73,2025-10-21,valid
T026089,C5240,App,Orders,1.0,2025-11-24,valid
T026090,C2715,App,Orders,4.0,2025-10-20,valid
T026091,C9428,CRM,Orders,7.0,2026-01-09,valid
T026092,C9266,App,Tickets,4.0,2025-10-27,valid
T026093,C8193,CRM,Orders,9.0,2025-09-05,valid
T026094,C4026,App,Revenue,19168.09,2025-10-18,valid
T026095,C5218,App,Orders,2.0,2025-06-01,valid
T026096,C7066,App,Tickets,1.0,2025-09-02,valid
T026097,C9913,App,Revenue,19009.74,2025-10-05,valid
T026098,C8588,CRM,Revenue,11249.18,2025-06-04,valid
T026099,C4624,App,Orders,10.0,2026-01-05,valid
T026100,C2678,Billing,Orders,8.0,2025-09-26,valid
T026101,C8109,CRM,Revenue,12371.42,2025-09-03,valid
T026102,C2101,Billing,Orders,,2025-11-08,missing
T026103,C9660,App,Orders,2.0,2025-05-23,valid
T026104,C4841,Billing,Revenue,16107.13,2025-11-25,valid
T026105,C9783,App,Revenue,17187.57,2025-09-13,duplicate
T026106,C9733,App,Revenue,9023.42,2025-09-30,valid
T026107,C1514,CRM,Revenue,16271.37,2025-04-05,valid
T026108,C3985,App,Tickets,2.0,2025-06-06,valid
T026109,C4078,Billing,Tickets,2.0,2025-07-25,valid
T026110,C2917,Billing,Tickets,3.0,2025-02-16,valid
T026111,C1657,App,Revenue,13829.33,2025-03-03,valid
T026112,C6055,CRM,Tickets,5.0,2026-02-06,valid
T026113,C1289,Billing,Orders,3.0,2025-05-28,valid
T026114,C1908,Billing,Orders,5.0,2025-02-12,valid
T026115,C6909,CRM,Revenue,10098.32,2025-07-28,valid
T026116,C2145,Billing,Tickets,5.0,2025-05-16,valid
T026117,C2713,App,Revenue,17643.1,2025-03-11,valid
T026118,C4037,CRM,Revenue,4177.99,2025-04-29,valid
T026119,C2127,Billing,Orders,1.0,2026-02-01,valid
T026120,C2440,Billing,Revenue,14875.95,2025-09-05,valid
T026121,C2085,App,Revenue,17473.52,2025-05-23,valid
T026122,C3141,Billing,Tickets,1.0,2025-03-23,valid
T026123,C6682,CRM,Orders,3.0,2025-12-23,valid
T026124,C7005,App,Orders,5.0,2025-06-27,valid
T026125,C5184,Billing,Revenue,5054.61,2025-05-26,valid
T026126,C9275,CRM,Tickets,3.0,2025-04-01,valid
T026127,C1978,App,Revenue,17535.83,2025-11-11,valid
T026128,C8700,CRM,Tickets,5.0,2025-02-22,valid
T026129,C1332,App,Orders,1.0,2026-02-03,valid
T026130,C1137,App,Revenue,8796.61,2025-12-05,valid
T026131,C4246,CRM,Tickets,3.0,2025-12-24,valid
T026132,C9578,App,Revenue,19075.99,2025-03-27,duplicate
T026133,C9835,App,Revenue,11880.62,2025-06-14,valid
T026134,C8662,App,Tickets,5.0,2025-03-09,duplicate
T026135,C5555,CRM,Revenue,8621.21,2025-06-11,valid
T026136,C4680,CRM,Orders,2.0,2025-03-01,valid
T026137,C5326,App,Tickets,1.0,2025-10-02,valid
T026138,C3674,CRM,Tickets,5.0,2025-04-07,valid
T026139,C6111,App,Revenue,8844.26,2025-10-14,valid
T026140,C9561,CRM,Tickets,1.0,2025-03-19,valid
T026141,C3151,Billing,Orders,9.0,2025-03-06,duplicate
T026142,C2049,CRM,Orders,,2025-06-22,missing
T026143,C7510,Billing,Revenue,8214.79,2025-07-14,valid
T026144,C9038,Billing,Revenue,3420.06,2025-02-18,valid
T026145,C7644,CRM,Orders,10.0,2025-09-17,valid
T026146,C4852,CRM,Revenue,7886.09,2025-12-18,valid
T026147,C4378,Billing,Tickets,,2025-05-06,missing
T026148,C8115,App,Orders,1.0,2025-11-14,valid
T026149,C5319,CRM,Revenue,5378.65,2025-02-23,valid
T026150,C3213,Billing,Tickets,5.0,2025-10-23,valid
T026151,C1756,App,Tickets,3.0,2025-08-01,duplicate
T026152,C5379,Billing,Revenue,4597.98,2025-11-17,valid
T026153,C4227,App,Orders,10.0,2025-09-22,valid
T026154,C5331,App,Tickets,3.0,2025-08-05,valid
T026155,C9969,CRM,Tickets,3.0,2025-05-16,valid
T026156,C9945,CRM,Orders,10.0,2025-11-22,valid
T026157,C8445,Billing,Orders,6.0,2025-04-01,valid
T026158,C8085,App,Tickets,1.0,2026-01-07,valid
T026159,C9368,CRM,Orders,4.0,2025-04-17,valid
T026160,C4209,Billing,Orders,5.0,2025-03-09,valid
T026161,C9970,Billing,Revenue,9574.08,2025-12-12,valid
T026162,C4060,Billing,Tickets,1.0,2025-04-17,valid
T026163,C6651,CRM,Tickets,2.0,2025-05-18,valid
T026164,C7264,Billing,Revenue,7985.13,2025-02-19,valid
T026165,C5539,CRM,Tickets,3.0,2025-05-02,valid
T026166,C7518,Billing,Revenue,15675.74,2025-11-16,valid
T026167,C1803,App,Revenue,,2025-04-02,missing
T026168,C4507,Billing,Orders,1.0,2025-09-13,valid
T026169,C7885,App,Orders,6.0,2025-06-08,valid
T026170,C9185,CRM,Tickets,1.0,2025-12-28,valid
T026171,C5311,Billing,Orders,2.0,2025-07-28,valid
T026172,C7833,CRM,Tickets,,2025-05-01,missing
T026173,C4200,App,Tickets,5.0,2025-10-04,valid
T026174,C4318,CRM,Revenue,4337.81,2025-03-20,valid
T026175,C3759,CRM,Orders,4.0,2026-01-02,valid
T026176,C5906,Billing,Tickets,2.0,2025-03-11,valid
T026177,C1808,App,Revenue,11776.1,2025-04-26,valid
T026178,C2896,App,Revenue,1707.36,2025-06-19,valid
T026179,C9333,Billing,Revenue,16603.56,2025-05-24,valid
T026180,C7174,Billing,Tickets,2.0,2025-03-15,valid
T026181,C2751,CRM,Tickets,2.0,2025-12-19,valid
T026182,C8533,Billing,Tickets,1.0,2025-07-02,duplicate
T026183,C8337,App,Tickets,5.0,2025-05-15,valid
T026184,C6085,CRM,Revenue,12865.57,2025-08-21,valid
T026185,C8481,CRM,Tickets,2.0,2025-11-06,valid
T026186,C2968,App,Tickets,1.0,2025-10-19,valid
T026187,C8714,App,Revenue,4574.78,2026-01-27,valid
T026188,C4647,Billing,Revenue,14518.58,2025-08-02,valid
T026189,C4423,CRM,Revenue,11489.37,2026-01-08,valid
T026190,C5248,CRM,Orders,10.0,2025-08-22,valid
T026191,C6916,App,Revenue,19754.08,2025-07-16,valid
T026192,C1434,App,Revenue,15568.39,2026-01-22,valid
T026193,C1856,Billing,Revenue,17656.2,2025-12-18,valid
T026194,C8665,Billing,Tickets,3.0,2025-05-01,valid
T026195,C5191,App,Revenue,1391.96,2025-12-14,valid
T026196,C9802,App,Tickets,3.0,2025-09-18,valid
T026197,C6942,Billing,Revenue,14712.21,2025-11-17,valid
T026198,C8146,CRM,Orders,10.0,2025-04-01,valid
T026199,C7606,CRM,Orders,3.0,2025-12-27,valid
T026200,C2820,CRM,Orders,3.0,2025-06-20,valid
T026201,C8328,App,Tickets,1.0,2025-07-09,valid
T026202,C2470,CRM,Tickets,2.0,2025-07-25,valid
T026203,C9305,Billing,Orders,2.0,2025-04-12,valid
T026204,C7939,CRM,Revenue,15541.45,2025-11-26,valid
T026205,C1743,CRM,Revenue,11874.09,2025-08-21,valid
T026206,C5242,Billing,Orders,6.0,2025-05-11,valid
T026207,C7689,Billing,Orders,7.0,2025-07-18,valid
T026208,C3844,CRM,Revenue,11085.15,2025-07-13,valid
T026209,C9440,Billing,Orders,3.0,2025-02-22,valid
T026210,C9969,Billing,Orders,5.0,2025-04-21,valid
T026211,C5995,Billing,Tickets,3.0,2025-07-18,valid
T026212,C7474,App,Tickets,2.0,2025-11-18,valid
T026213,C4594,CRM,Revenue,14444.83,2025-12-07,valid
T026214,C1419,Billing,Orders,9.0,2025-05-20,valid
T026215,C3690,CRM,Tickets,5.0,2025-08-31,valid
T026216,C4143,Billing,Revenue,13366.68,2025-09-05,valid
T026217,C4974,App,Revenue,8379.16,2026-01-18,valid
T026218,C4118,CRM,Orders,6.0,2025-02-15,valid
T026219,C8369,Billing,Tickets,3.0,2025-10-17,valid
T026220,C2073,App,Orders,4.0,2025-08-09,valid
T026221,C2401,CRM,Tickets,1.0,2025-05-16,valid
T026222,C1397,CRM,Tickets,2.0,2025-05-09,valid
T026223,C2547,App,Tickets,4.0,2025-07-22,valid
T026224,C8553,App,Revenue,16927.37,2025-04-15,duplicate
T026225,C4630,Billing,Orders,8.0,2025-10-13,valid
T026226,C2346,CRM,Tickets,1.0,2025-06-07,valid
T026227,C3711,CRM,Tickets,3.0,2025-05-02,duplicate
T026228,C3419,CRM,Orders,7.0,2025-08-04,valid
T026229,C1086,App,Revenue,6698.86,2025-02-07,valid
T026230,C5920,CRM,Revenue,19903.62,2025-07-06,valid
T026231,C2636,CRM,Revenue,12499.67,2025-08-23,valid
T026232,C7084,CRM,Revenue,4949.52,2025-10-14,valid
T026233,C3425,Billing,Orders,8.0,2025-03-07,valid
T026234,C9079,CRM,Revenue,3980.03,2025-09-08,valid
T026235,C3155,App,Tickets,1.0,2025-08-31,valid
T026236,C7220,CRM,Orders,4.0,2025-10-03,valid
T026237,C8405,CRM,Revenue,3423.32,2025-04-23,valid
T026238,C1240,App,Orders,10.0,2025-06-20,valid
T026239,C2149,CRM,Revenue,17220.52,2025-09-08,valid
T026240,C8240,CRM,Orders,4.0,2025-03-17,valid
T026241,C2914,Billing,Revenue,4629.88,2025-03-08,valid
T026242,C3015,App,Orders,7.0,2025-10-06,valid
T026243,C6365,App,Revenue,15546.87,2025-10-11,valid
T026244,C6834,CRM,Orders,9.0,2025-07-22,duplicate
T026245,C6181,CRM,Revenue,10044.0,2025-12-13,valid
T026246,C1268,Billing,Tickets,1.0,2025-06-17,valid
T026247,C9475,CRM,Revenue,14177.48,2025-11-02,valid
T026248,C5927,CRM,Revenue,3236.37,2025-03-30,valid
T026249,C9670,App,Orders,7.0,2026-01-21,valid
T026250,C1527,Billing,Tickets,3.0,2025-04-08,valid
T026251,C1245,CRM,Orders,,2025-06-14,missing
T026252,C4284,CRM,Revenue,3500.3,2025-06-24,valid
T026253,C6914,CRM,Tickets,4.0,2025-08-06,valid
T026254,C1647,App,Tickets,4.0,2025-06-03,valid
T026255,C8730,Billing,Tickets,2.0,2025-05-03,valid
T026256,C8947,App,Tickets,5.0,2025-05-13,valid
T026257,C4602,App,Revenue,3018.1,2025-06-03,valid
T026258,C7027,App,Revenue,11550.6,2025-08-13,valid
T026259,C4165,App,Orders,4.0,2025-02-22,valid
T026260,C2044,CRM,Orders,7.0,2025-04-04,valid
T026261,C6999,Billing,Revenue,12017.81,2026-01-04,valid
T026262,C3196,Billing,Orders,8.0,2025-06-20,duplicate
T026263,C1483,Billing,Revenue,8165.28,2025-11-13,valid
T026264,C1232,App,Revenue,17942.22,2025-12-22,valid
T026265,C6883,CRM,Tickets,5.0,2026-01-03,valid
T026266,C9033,App,Revenue,8037.11,2025-08-03,valid
T026267,C2030,CRM,Revenue,3820.74,2025-04-02,valid
T026268,C7469,App,Orders,9.0,2026-01-04,valid
T026269,C7847,CRM,Tickets,3.0,2025-06-10,valid
T026270,C2546,App,Tickets,3.0,2025-09-16,valid
T026271,C5753,Billing,Revenue,18489.41,2025-09-18,valid
T026272,C9855,CRM,Orders,5.0,2025-10-10,valid
T026273,C3058,CRM,Orders,1.0,2025-02-08,valid
T026274,C7662,Billing,Tickets,2.0,2025-09-25,valid
T026275,C4423,App,Revenue,19626.63,2025-10-29,valid
T026276,C8804,Billing,Revenue,14396.64,2025-09-05,valid
T026277,C2957,Billing,Tickets,2.0,2025-03-20,valid
T026278,C8004,Billing,Orders,2.0,2025-09-07,valid
T026279,C3296,Billing,Tickets,4.0,2025-07-09,valid
T026280,C4626,CRM,Orders,1.0,2025-10-15,valid
T026281,C9989,Billing,Orders,8.0,2025-08-03,valid
T026282,C3434,CRM,Orders,9.0,2025-02-24,valid
T026283,C9561,Billing,Tickets,3.0,2025-12-21,valid
T026284,C1918,CRM,Revenue,14547.86,2025-02-15,valid
T026285,C2619,Billing,Revenue,19137.61,2025-05-29,valid
T026286,C4981,CRM,Revenue,13554.36,2025-06-18,valid
T026287,C9451,App,Orders,1.0,2025-03-23,valid
T026288,C1864,Billing,Orders,7.0,2025-07-04,valid
T026289,C1690,CRM,Tickets,2.0,2025-04-13,valid
T026290,C8980,Billing,Orders,4.0,2025-03-23,valid
T026291,C1862,CRM,Tickets,4.0,2025-11-04,duplicate
T026292,C4320,CRM,Tickets,2.0,2026-01-04,valid
T026293,C8186,CRM,Tickets,3.0,2025-07-16,valid
T026294,C8281,App,Revenue,2844.49,2025-11-30,valid
T026295,C4349,Billing,Orders,6.0,2025-06-05,valid
T026296,C7859,Billing,Tickets,1.0,2025-06-02,valid
T026297,C5997,App,Tickets,4.0,2025-02-20,valid
T026298,C4895,App,Orders,3.0,2025-04-08,valid
T026299,C8992,Billing,Tickets,2.0,2025-08-03,valid
T026300,C2839,CRM,Revenue,3766.88,2025-04-16,valid
T026301,C1653,CRM,Tickets,4.0,2025-10-16,valid
T026302,C6192,CRM,Tickets,3.0,2025-07-11,valid
T026303,C6834,App,Orders,4.0,2025-10-29,valid
T026304,C9304,CRM,Orders,3.0,2025-10-07,valid
T026305,C9931,App,Tickets,3.0,2025-09-23,valid
T026306,C5802,Billing,Orders,10.0,2025-02-28,valid
T026307,C7519,App,Tickets,4.0,2025-10-19,valid
T026308,C3229,App,Orders,8.0,2025-09-06,valid
T026309,C6474,CRM,Orders,5.0,2025-02-26,valid
T026310,C1838,CRM,Orders,6.0,2025-04-26,valid
T026311,C3529,Billing,Tickets,5.0,2025-10-26,valid
T026312,C6905,CRM,Tickets,2.0,2025-07-22,valid
T026313,C6430,App,Orders,10.0,2025-02-27,valid
T026314,C6730,Billing,Revenue,19160.23,2025-10-26,valid
T026315,C3755,App,Orders,2.0,2025-03-04,valid
T026316,C1623,App,Orders,7.0,2025-09-22,valid
T026317,C6804,CRM,Revenue,15201.07,2025-03-02,valid
T026318,C2485,App,Revenue,11183.8,2025-06-11,duplicate
T026319,C8483,CRM,Tickets,,2026-01-08,missing
T026320,C3977,Billing,Revenue,16489.0,2025-12-17,valid
T026321,C4907,CRM,Orders,3.0,2025-12-24,valid
T026322,C4193,App,Tickets,3.0,2025-11-07,valid
T026323,C8818,Billing,Tickets,1.0,2025-02-16,valid
T026324,C8100,App,Revenue,17842.64,2025-07-28,valid
T026325,C5483,App,Orders,9.0,2025-11-03,valid
T026326,C6233,CRM,Tickets,2.0,2025-09-28,valid
T026327,C2908,Billing,Revenue,3188.74,2026-02-05,valid
T026328,C3215,CRM,Orders,7.0,2025-10-05,valid
T026329,C4720,CRM,Revenue,10629.32,2025-12-08,valid
T026330,C3792,App,Revenue,9174.0,2025-09-09,valid
T026331,C3199,Billing,Tickets,1.0,2025-04-10,valid
T026332,C1798,Billing,Revenue,1823.04,2025-06-02,valid
T026333,C8794,Billing,Revenue,1625.07,2025-04-18,valid
T026334,C1454,App,Revenue,4243.54,2025-04-13,valid
T026335,C4245,CRM,Revenue,2435.2,2025-11-13,valid
T026336,C7655,CRM,Tickets,3.0,2025-05-30,valid
T026337,C8206,App,Revenue,18490.41,2026-01-31,valid
T026338,C4082,App,Tickets,1.0,2025-09-08,valid
T026339,C7963,Billing,Tickets,4.0,2025-06-18,valid
T026340,C4295,App,Tickets,2.0,2025-02-07,valid
T026341,C2691,Billing,Revenue,5113.25,2025-12-15,valid
T026342,C1610,CRM,Orders,1.0,2025-06-16,valid
T026343,C4711,Billing,Revenue,7092.86,2025-02-23,valid
T026344,C5220,Billing,Orders,7.0,2025-12-24,valid
T026345,C5728,App,Orders,3.0,2025-06-20,valid
T026346,C6678,App,Revenue,16403.31,2025-08-02,valid
T026347,C3910,App,Tickets,1.0,2025-10-26,valid
T026348,C4273,Billing,Tickets,3.0,2025-02-24,valid
T026349,C6008,App,Tickets,4.0,2025-07-31,duplicate
T026350,C7637,Billing,Tickets,2.0,2025-06-28,valid
T026351,C1476,App,Revenue,10027.22,2025-06-07,valid
T026352,C7794,App,Tickets,4.0,2025-10-02,valid
T026353,C5930,CRM,Orders,2.0,2025-05-22,valid
T026354,C5898,Billing,Revenue,7350.76,2025-09-01,valid
T026355,C9175,CRM,Tickets,2.0,2025-04-12,valid
T026356,C8319,Billing,Tickets,4.0,2025-06-12,valid
T026357,C9597,Billing,Tickets,3.0,2026-02-05,valid
T026358,C1942,Billing,Revenue,17348.56,2025-03-17,valid
T026359,C2882,App,Orders,9.0,2025-03-05,valid
T026360,C7644,CRM,Tickets,5.0,2025-09-11,valid
T026361,C6627,App,Revenue,17196.1,2025-04-08,valid
T026362,C3839,Billing,Tickets,2.0,2025-07-22,valid
T026363,C2104,App,Revenue,17499.54,2025-11-23,valid
T026364,C2682,Billing,Tickets,4.0,2025-04-10,valid
T026365,C3178,App,Orders,6.0,2025-08-16,valid
T026366,C5371,CRM,Orders,9.0,2025-03-31,valid
T026367,C9553,Billing,Orders,8.0,2025-09-16,valid
T026368,C5176,App,Orders,9.0,2025-03-09,valid
T026369,C7669,Billing,Tickets,,2026-01-18,missing
T026370,C4331,Billing,Orders,4.0,2025-05-12,valid
T026371,C3240,CRM,Revenue,15030.27,2025-03-17,valid
T026372,C7886,CRM,Tickets,3.0,2025-04-18,valid
T026373,C8437,App,Tickets,4.0,2025-12-10,valid
T026374,C9974,Billing,Revenue,14355.44,2025-07-05,valid
T026375,C7748,CRM,Revenue,9831.44,2025-05-16,valid
T026376,C1941,App,Orders,5.0,2026-01-11,valid
T026377,C4710,Billing,Revenue,16409.58,2025-11-06,valid
T026378,C3131,Billing,Orders,7.0,2025-11-22,valid
T026379,C5301,Billing,Tickets,5.0,2025-04-21,valid
T026380,C3573,App,Orders,1.0,2025-10-12,valid
T026381,C8262,App,Revenue,16280.14,2025-11-10,valid
T026382,C8801,CRM,Orders,4.0,2025-03-13,valid
T026383,C8583,Billing,Tickets,2.0,2025-09-11,valid
T026384,C1003,Billing,Revenue,14355.72,2025-08-11,valid
T026385,C9788,CRM,Orders,6.0,2025-08-03,valid
T026386,C5459,App,Orders,10.0,2025-06-15,duplicate
T026387,C2987,App,Revenue,9396.06,2025-10-05,duplicate
T026388,C5637,App,Tickets,4.0,2025-05-19,valid
T026389,C4881,Billing,Orders,8.0,2025-07-07,duplicate
T026390,C2445,App,Revenue,13561.49,2025-12-12,valid
T026391,C3287,App,Revenue,15103.36,2025-04-29,duplicate
T026392,C2802,Billing,Revenue,5155.98,2025-11-29,valid
T026393,C3021,App,Revenue,,2026-01-02,missing
T026394,C5554,CRM,Orders,6.0,2026-01-27,valid
T026395,C1398,App,Tickets,4.0,2025-11-08,valid
T026396,C8509,Billing,Revenue,2916.6,2025-05-24,valid
T026397,C3342,CRM,Orders,6.0,2025-07-16,valid
T026398,C9646,App,Orders,4.0,2025-04-07,valid
T026399,C7816,CRM,Revenue,8588.18,2025-06-24,valid
T026400,C9007,CRM,Revenue,3735.57,2025-06-11,valid
T026401,C3609,CRM,Revenue,15679.65,2025-12-20,valid
T026402,C2407,Billing,Revenue,18640.92,2025-10-19,valid
T026403,C5388,App,Orders,4.0,2025-10-21,valid
T026404,C1183,CRM,Tickets,4.0,2025-11-10,valid
T026405,C6519,App,Tickets,4.0,2025-02-14,valid
T026406,C4875,CRM,Orders,6.0,2026-02-04,valid
T026407,C5653,App,Orders,6.0,2025-04-24,valid
T026408,C9465,CRM,Revenue,16263.14,2025-07-01,valid
T026409,C9684,CRM,Tickets,4.0,2025-05-26,valid
T026410,C8659,Billing,Orders,6.0,2026-02-03,valid
T026411,C7639,App,Revenue,19246.38,2025-12-03,duplicate
T026412,C8031,App,Tickets,5.0,2025-09-11,valid
T026413,C6935,CRM,Revenue,10345.23,2025-08-16,duplicate
T026414,C6688,App,Orders,1.0,2025-02-11,valid
T026415,C7316,CRM,Tickets,4.0,2025-09-30,valid
T026416,C3153,CRM,Orders,10.0,2025-04-18,valid
T026417,C2353,CRM,Orders,8.0,2025-05-27,valid
T026418,C8971,App,Revenue,17113.79,2025-02-26,valid
T026419,C6088,Billing,Orders,9.0,2025-11-05,valid
T026420,C7918,CRM,Tickets,2.0,2025-06-14,valid
T026421,C5107,CRM,Tickets,3.0,2025-11-03,valid
T026422,C5435,Billing,Revenue,19342.87,2025-10-25,valid
T026423,C2967,CRM,Revenue,6343.66,2025-07-31,valid
T026424,C9788,App,Revenue,17576.55,2025-02-19,valid
T026425,C3206,Billing,Revenue,4666.31,2025-04-04,valid
T026426,C2041,CRM,Orders,8.0,2025-11-05,valid
T026427,C8415,App,Orders,,2025-03-16,missing
T026428,C2611,CRM,Tickets,5.0,2025-02-22,valid
T026429,C2793,CRM,Orders,3.0,2025-12-06,valid
T026430,C5207,App,Revenue,19343.15,2025-08-02,duplicate
T026431,C8568,App,Revenue,8824.59,2026-01-20,valid
T026432,C8129,CRM,Orders,5.0,2025-06-17,valid
T026433,C6375,App,Revenue,4224.55,2025-05-29,valid
T026434,C2495,App,Orders,2.0,2025-06-22,valid
T026435,C3005,App,Revenue,13070.68,2025-06-29,valid
T026436,C3653,App,Tickets,2.0,2025-07-22,valid
T026437,C6492,Billing,Orders,2.0,2025-07-02,valid
T026438,C8934,Billing,Tickets,2.0,2025-11-18,valid
T026439,C8758,App,Revenue,8982.91,2025-10-28,valid
T026440,C5320,App,Tickets,2.0,2025-08-08,valid
T026441,C5291,Billing,Revenue,17839.96,2025-04-13,valid
T026442,C7442,CRM,Tickets,3.0,2026-02-04,valid
T026443,C4780,CRM,Revenue,12026.36,2025-10-01,valid
T026444,C6002,App,Orders,9.0,2025-06-05,duplicate
T026445,C3944,Billing,Revenue,9032.89,2025-11-09,valid
T026446,C8195,Billing,Revenue,14928.94,2025-12-20,valid
T026447,C4797,Billing,Orders,1.0,2025-09-29,valid
T026448,C9660,CRM,Orders,5.0,2025-12-09,valid
T026449,C1726,CRM,Tickets,2.0,2025-03-26,valid
T026450,C8991,App,Tickets,1.0,2025-07-17,valid
T026451,C5430,Billing,Orders,4.0,2025-04-28,valid
T026452,C7989,Billing,Tickets,5.0,2025-02-12,valid
T026453,C3932,CRM,Revenue,12413.06,2025-06-16,valid
T026454,C3873,App,Revenue,3330.78,2025-05-02,valid
T026455,C8217,CRM,Orders,7.0,2025-12-31,valid
T026456,C9950,Billing,Revenue,18737.93,2025-04-04,valid
T026457,C2869,Billing,Revenue,8478.36,2025-07-14,valid
T026458,C1641,App,Tickets,4.0,2025-06-24,valid
T026459,C1152,App,Tickets,5.0,2025-04-05,valid
T026460,C5744,CRM,Revenue,19239.3,2025-04-26,duplicate
T026461,C3055,Billing,Revenue,17357.78,2025-06-15,valid
T026462,C1750,CRM,Revenue,13506.11,2025-10-28,valid
T026463,C3730,App,Orders,10.0,2025-04-26,valid
T026464,C6942,CRM,Revenue,6858.97,2025-11-14,valid
T026465,C2202,Billing,Orders,3.0,2025-04-29,valid
T026466,C1128,CRM,Tickets,5.0,2025-11-30,valid
T026467,C9029,CRM,Revenue,11830.88,2025-11-11,valid
T026468,C7515,CRM,Orders,7.0,2025-11-30,valid
T026469,C5881,CRM,Tickets,5.0,2025-06-25,valid
T026470,C2312,Billing,Revenue,17037.88,2026-01-05,valid
T026471,C2387,Billing,Orders,3.0,2025-09-02,valid
T026472,C1651,Billing,Revenue,11534.06,2025-11-11,valid
T026473,C4596,App,Revenue,2202.39,2025-08-25,duplicate
T026474,C2815,Billing,Orders,5.0,2025-08-13,valid
T026475,C9701,App,Orders,,2025-03-11,missing
T026476,C5249,App,Orders,2.0,2025-05-10,valid
T026477,C3904,App,Tickets,3.0,2025-11-22,valid
T026478,C2854,Billing,Revenue,11808.46,2025-02-23,duplicate
T026479,C5632,CRM,Revenue,17616.63,2025-08-17,valid
T026480,C9058,CRM,Tickets,3.0,2025-12-14,valid
T026481,C8165,App,Revenue,,2025-04-14,missing
T026482,C9868,App,Orders,10.0,2025-09-27,valid
T026483,C8244,CRM,Tickets,1.0,2025-02-28,valid
T026484,C5679,App,Tickets,5.0,2025-07-18,valid
T026485,C2539,Billing,Orders,7.0,2025-08-22,valid
T026486,C3067,CRM,Orders,2.0,2025-03-02,valid
T026487,C8677,CRM,Tickets,2.0,2025-10-28,valid
T026488,C5736,Billing,Tickets,4.0,2025-09-20,valid
T026489,C6483,App,Tickets,1.0,2025-05-27,valid
T026490,C2369,CRM,Tickets,3.0,2025-09-16,valid
T026491,C7511,Billing,Tickets,4.0,2025-09-20,valid
T026492,C6830,App,Orders,7.0,2025-08-10,valid
T026493,C6971,App,Revenue,5433.11,2025-05-07,valid
T026494,C3161,App,Tickets,1.0,2025-04-23,valid
T026495,C5725,App,Orders,3.0,2025-07-13,valid
T026496,C4718,App,Orders,10.0,2025-05-01,valid
T026497,C7626,Billing,Revenue,19952.1,2025-03-06,valid
T026498,C2653,Billing,Tickets,2.0,2026-01-16,valid
T026499,C2407,CRM,Revenue,10933.44,2025-12-02,valid
T026500,C4011,Billing,Revenue,6240.63,2025-11-03,valid
T026501,C7109,CRM,Orders,4.0,2025-04-20,valid
T026502,C4608,Billing,Orders,6.0,2025-11-24,valid
T026503,C4232,App,Tickets,4.0,2025-11-06,valid
T026504,C5348,App,Orders,8.0,2025-02-25,valid
T026505,C8235,App,Orders,3.0,2025-06-15,valid
T026506,C2137,Billing,Revenue,3710.77,2025-03-08,valid
T026507,C8980,App,Orders,2.0,2025-06-25,valid
T026508,C2521,App,Tickets,4.0,2025-04-30,valid
T026509,C3240,App,Tickets,,2025-10-01,missing
T026510,C2887,Billing,Revenue,17398.59,2025-07-17,valid
T026511,C2252,CRM,Tickets,4.0,2025-12-09,valid
T026512,C2896,App,Orders,2.0,2025-05-10,valid
T026513,C9439,App,Orders,10.0,2025-08-19,valid
T026514,C4899,Billing,Tickets,5.0,2025-12-20,valid
T026515,C2666,Billing,Revenue,5442.66,2025-12-22,valid
T026516,C5226,Billing,Tickets,3.0,2025-05-31,valid
T026517,C3436,CRM,Orders,3.0,2025-10-23,valid
T026518,C9260,App,Revenue,15245.64,2025-05-26,valid
T026519,C6940,Billing,Revenue,6387.71,2025-11-12,valid
T026520,C5335,App,Revenue,11421.4,2025-03-06,valid
T026521,C6201,CRM,Tickets,3.0,2025-03-11,valid
T026522,C6284,Billing,Revenue,5776.25,2026-01-20,valid
T026523,C5374,CRM,Orders,1.0,2025-06-17,valid
T026524,C4776,Billing,Tickets,5.0,2025-11-30,valid
T026525,C4766,App,Orders,10.0,2025-11-07,valid
T026526,C9869,CRM,Revenue,9666.62,2025-07-14,valid
T026527,C1318,App,Revenue,11025.32,2025-12-08,valid
T026528,C4907,Billing,Tickets,,2025-09-24,missing
T026529,C7283,App,Revenue,4916.29,2026-01-26,valid
T026530,C5267,Billing,Orders,4.0,2025-07-10,valid
T026531,C4646,App,Tickets,1.0,2025-08-25,valid
T026532,C7824,App,Revenue,1081.65,2025-08-13,valid
T026533,C5776,App,Revenue,18956.76,2025-09-07,valid
T026534,C5455,Billing,Tickets,5.0,2025-05-25,valid
T026535,C9343,App,Tickets,3.0,2025-12-15,valid
T026536,C6845,Billing,Revenue,14433.13,2025-07-20,valid
T026537,C4576,CRM,Revenue,19399.38,2025-09-19,valid
T026538,C4517,App,Revenue,11278.74,2025-10-10,valid
